Land-River Segment,FIPS,County,Tributary Basin,Major Basin,Source Sector,"Total N, 1985 (lb.)","Total N, 2007 (lb.)","Total N, 2009 (lb.)","Total N, 2010 (lb.)","Total N, 2011 (lb.)","Total N, 2012 (lb.)","Total N, 2013 (lb.)","Total N, 2014 (lb.)","Total N, 2015 (lb.)","Total N, 2016 (lb)","Total N Target, 2017 (lb.)",Total N Target 2025 (lb.)
A24015EU1_2982_0000,24015,CECIL,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,52508.94922,111790.2169,38021.78736,13610.83715,12743.24732,10265.29419,8868.449142,15766.81828,11200.71867,8819.049728,37505.86516,37161.91703
A24015EU1_2983_0000,24015,CECIL,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,21406.53836,16988.52999,15198.61023,15065.11086,14402.45056,13955.2617,13234.63695,11610.0971,11344.48671,12365.79296,11210.48584,8551.736243
A24015EU1_2983_0000,24015,CECIL,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,4487.352539,2980.308212,2932.86084,2890.275467,2849.107147,2796.686813,3172.302841,3219.229261,3030.63501,3149.450912,2922.004922,2914.767643
A24015EU1_2983_0000,24015,CECIL,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,478.3240051,284.3872986,284.3872986,284.3872986,284.3872986,284.3872986,284.3872986,284.3872986,284.3872986,284.3872986,284.3872969,284.3872957
A24015EU1_2983_0000,24015,CECIL,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,1713.755981,3277.01709,3362.280029,3407.386963,3505.111084,3602.808105,3550.728027,3273.121094,3288.920898,3318.056885,2416.613877,1786.169775
A24015EU1_2983_0000,24015,CECIL,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,5245.497833,7428.904991,7456.129791,7481.903893,7599.794982,7806.768921,6539.540009,6680.733301,8020.928497,7699.986542,5996.582729,5023.551355
A24015EU1_2983_0000,24015,CECIL,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24015EU1_2984_0000,24015,CECIL,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,19615.48642,15566.95866,13926.68071,13804.69497,13166.13747,12787.65517,12127.56206,10639.02309,10395.18701,11331.32941,10272.38891,7836.194377
A24015EU1_2984_0000,24015,CECIL,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,16323.09936,12702.72693,12644.76483,12532.42957,12448.0824,12363.89313,11953.68689,11707.92144,10702.4502,11168.92526,12600.5098,12571.00645
A24015EU1_2984_0000,24015,CECIL,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,920.7832031,547.4511108,547.4511108,547.4511108,547.4511108,547.4511108,547.4511108,547.4511108,547.4511108,547.4511108,547.4511102,547.4511098
A24015EU1_2984_0000,24015,CECIL,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,13391.63965,19144.80078,19533.83984,19714.08984,20113.86914,20478.35938,20957.76953,20699.41016,20714.33984,20938.30078,14019.03007,10342.49023
A24015EU1_2984_0000,24015,CECIL,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,10323.10825,13341.23126,13192.62714,13318.11316,13498.91571,13874.41724,14853.07987,14949.16571,21994.92383,20355.81738,10653.41257,8960.602856
A24015EU1_2984_0000,24015,CECIL,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,1.828837991,1.828837991,1.828837991,1.828837991,1.828837991,1.828837991,1.828837991,1.828837991,1.828837991,1.827936796,1.827336
A24015SL2_2480_0001,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Agriculture,157076.5492,125097.3807,112959.6555,113097.9851,107580.8417,104715.621,99295.05753,87307.13912,85325.0136,92978.31238,93632.20885,80747.24438
A24015SL2_2480_0001,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Forest,29772.47046,20692.13135,20527.01776,20303.79163,20030.0274,19805.63421,20465.63287,21473.00788,20039.13086,20800.68176,20532.05674,20535.41606
A24015SL2_2480_0001,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Non-Tidal Atm,2081.137939,1237.339966,1237.339966,1237.339966,1237.339966,1237.339966,1237.339966,1237.339966,1237.339966,1237.339966,1237.34,1237.340023
A24015SL2_2480_0001,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Septic,12856,19934.33984,20737.78906,21138.23047,21658.03906,22177.67969,21408.69922,20600.24023,20445.41992,20581.16992,16174.70348,13132.64642
A24015SL2_2480_0001,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Stormwater,29025.8114,41565.3164,41388.25788,41458.86853,42319.00928,43275.5254,40520.42944,39964.10594,50232.55957,47922.20068,35481.45417,31543.58504
A24015SL2_2480_0001,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Wastewater,7996.020996,13706.43438,16978.17461,23535.33477,9888.060357,11323.99395,9815.099223,13933.12559,10272.32579,2207.275737,12948.97926,10262.84902
A24015SL9_2720_0001,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Agriculture,38338.6827,30524.476,27540.71222,27569.46334,26235.31195,25536.11316,24221.12496,21259.80406,20781.53935,22643.36027,20821.01282,16341.21321
A24015SL9_2720_0001,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Forest,24030.91016,20262.6825,20244.69232,20141.85278,20121.12622,20081.61377,20235.52845,19943.9381,19783.01953,20375.21393,20186.23646,20147.26588
A24015SL9_2720_0001,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Non-Tidal Atm,22714.23047,13504.73047,13504.73047,13504.73047,13504.73047,13504.73047,13504.73047,13504.73047,13504.73047,13504.73047,13504.73197,13504.73297
A24015SL9_2720_0001,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Septic,1562.30603,2068.741943,2093.62207,2107.85498,2150.548096,2193.241943,2272.772949,3082.712891,3077.64502,3073.12793,1516.645752,1131.994874
A24015SL9_2720_0001,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Stormwater,8168.402191,9405.517762,9222.393952,9290.095124,9248.262329,9614.071168,8979.0495,8876.647903,9490.378723,9322.072357,7541.507011,6420.915717
A24015SL9_2720_0001,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Wastewater,239.8414001,15.26502991,43.72891998,37.81328964,110.1000977,147.036499,168.766918,1.104823947,1.104823947,1.104823947,177.552444,266.7681266
A24015SL9_2970_0000,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Agriculture,31347.4815,24965.46272,22542.76267,22570.8614,21496.83472,20898.14007,19815.72262,17423.14354,17028.00161,18555.42178,16803.40264,12977.16263
A24015SL9_2970_0000,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Forest,13870.35693,10764.30225,10749.46564,10616.06653,10494.25522,10334.95453,9933.248505,9951.784263,8618.005859,9100.03241,10710.25775,10684.11916
A24015SL9_2970_0000,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Non-Tidal Atm,5026.443848,2988.469971,2988.469971,2988.469971,2988.469971,2988.469971,2988.469971,2988.469971,2988.469971,2988.469971,2988.47,2988.47002
A24015SL9_2970_0000,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Septic,3192.393066,4290.855957,4354.979004,4386.084961,4459.98291,4536.060059,4636.213867,4586.035156,4544.604004,4566.951172,3121.519864,2299.21377
A24015SL9_2970_0000,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Stormwater,30172.18055,28799.99595,28354.20345,28490.10039,28714.56377,29309.62005,30076.73302,29869.53187,39569.29936,37275.0186,22899.64137,19263.26666
A24015SL9_2970_0000,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Wastewater,19521.00977,5698.833984,4622.283203,8270.438477,4459.859863,4866.631836,3484.891113,4961.115234,2936.985107,1645.623047,8347.486171,10830.95482
A24015SL9_2971_0000,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Agriculture,11931.89801,9502.806375,8580.550837,8591.429182,8172.107639,7954.37533,7542.720446,6632.139771,6482.072495,7062.567853,6396.009712,4939.648962
A24015SL9_2971_0000,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Forest,5315.859497,3907.450302,3853.140122,3811.33252,3763.654373,3740.618149,3624.007706,3628.010811,3402.083984,3523.384277,3839.390935,3830.22481
A24015SL9_2971_0000,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Non-Tidal Atm,11121.15039,6612.070801,6612.070801,6612.070801,6612.070801,6612.070801,6612.070801,6612.070801,6612.070801,6612.070801,6612.070776,6612.070759
A24015SL9_2971_0000,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Septic,0,3132.405029,3368.033936,3484.949951,3613.861084,3742.693115,3844.725098,2991.809082,3000.810059,3053.906006,2443.302715,1826.815234
A24015SL9_2971_0000,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Stormwater,2533.366646,4383.010956,4448.607742,4464.646637,4604.045304,4685.543381,4966.912086,4939.772095,6484.824097,6145.307129,3546.162022,2944.531542
A24015SL9_2971_0000,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24017PL0_5290_0000,24017,CHARLES,Middle Potomac,Potomac River Basin,Agriculture,731.5674876,433.1429582,415.8638281,406.5659432,386.4273967,388.7193049,357.2559297,406.7058142,379.9135735,360.3611963,341.1550924,291.3492686
A24017PL0_5290_0000,24017,CHARLES,Middle Potomac,Potomac River Basin,Forest,2080.749191,1727.970398,1728.841774,1742.944107,1746.917656,1747.3256,1733.541183,1720.035335,1711.81118,1731.40332,1742.733803,1751.995156
A24017PL0_5290_0000,24017,CHARLES,Middle Potomac,Potomac River Basin,Non-Tidal Atm,361.2668152,168.0856934,168.0856934,168.0856934,168.0856934,168.0856934,168.0856934,168.0856934,168.0856934,168.0856934,168.0856939,168.0856942
A24017PL0_5290_0000,24017,CHARLES,Middle Potomac,Potomac River Basin,Septic,0,1565.651001,1443.578003,1386.248047,1374.796021,1354.578979,1581.437012,1676.652954,1614.574951,1589.766968,1100.181492,871.2504839
A24017PL0_5290_0000,24017,CHARLES,Middle Potomac,Potomac River Basin,Stormwater,637.6973395,497.8325931,481.2481304,477.459488,481.3038177,469.8587799,516.6143036,472.3847961,465.3481903,462.9382019,409.3559985,361.4279106
A24017PL0_5290_0000,24017,CHARLES,Middle Potomac,Potomac River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24017PL0_5390_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Agriculture,2386.056038,1413.282067,1290.977104,1261.742481,1215.728983,1219.329778,1118.236958,1268.723825,1178.709792,1117.057792,1039.081626,871.1513084
A24017PL0_5390_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Forest,8844.746887,6635.774689,6626.930877,6582.030761,6551.060608,6451.133759,6722.56192,6556.623199,6523.732178,6563.783081,6676.270122,6709.162952
A24017PL0_5390_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Non-Tidal Atm,1012.244995,470.9645996,470.9645996,470.9645996,470.9645996,470.9645996,470.9645996,470.9645996,470.9645996,470.9645996,470.9645984,470.9645976
A24017PL0_5390_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Septic,4627.341797,7030.073242,7294.838867,7429.616211,7520.416992,7622.404785,1954.984009,1935.802002,1920.045044,1900.862061,5719.44735,4669.186338
A24017PL0_5390_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Stormwater,7634.316518,8142.067489,7682.730482,8202.178498,8275.968536,8800.835327,7199.640625,7362.475159,7273.707764,7430.94989,7173.728342,6834.393582
A24017PL0_5390_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Wastewater,156041.2969,79801.92188,32207.24023,104897.2969,42500.44922,49243.76172,48321.80859,147719,174960.5,89751.17188,129832.4001,194915.84
A24017PL0_5391_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Agriculture,4459.628434,2641.583029,2412.933141,2358.184684,1322.405544,1304.651439,1229.499654,1639.183152,2211.581922,2096.187407,1942.144113,1628.284762
A24017PL0_5391_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Forest,11184.40015,9313.73172,9309.773193,9385.484894,9457.337922,9455.680084,9304.620881,9271.977021,9224.2229,9329.514984,9384.228558,9433.865467
A24017PL0_5391_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Non-Tidal Atm,915.6799927,426.0360107,426.0360107,426.0360107,426.0360107,426.0360107,426.0360107,426.0360107,426.0360107,426.0360107,426.0360123,426.0360133
A24017PL0_5391_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Septic,0,1632.172974,1611.321045,1603.732056,1611.36499,1619.022949,2163.965088,1964.363037,1909.454956,1914.733032,1249.267161,1007.897905
A24017PL0_5391_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Stormwater,2036.01178,1441.726875,1397.474842,1482.162361,1479.295277,1498.025879,1926.625183,1358.375092,1345.939575,1343.126892,1288.415191,1215.708758
A24017PL0_5391_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24017PL0_5392_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Forest,12281.98645,10175.23788,10164.48557,10259.76666,10272.55814,10270.38525,10157.47632,10057.36647,10005.53136,10111.60089,10246.1901,10300.65978
A24017PL0_5392_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Non-Tidal Atm,1784.863037,830.4382935,830.4382935,830.4382935,830.4382935,830.4382935,830.4382935,830.4382935,830.4382935,830.4382935,830.4383003,830.4383049
A24017PL0_5392_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Septic,0,1268.593994,1232.343994,1214.937012,1207.984985,1201.088013,1329.095947,1299.142944,1694.671021,1720.031006,951.0723944,763.5579946
A24017PL0_5392_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Stormwater,1453.796247,1050.205976,1026.676551,1017.735394,1013.036854,1017.522705,1509.029923,1216.998413,1201.572121,1234.794106,898.8508887,813.6337802
A24017PL0_5392_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24017PL0_5440_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Agriculture,18683.95734,11067.14022,10463.89414,10230.58253,9762.105087,9815.620721,9015.018078,10254.11593,9561.726999,9066.208082,8535.211113,7249.42243
A24017PL0_5440_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Forest,21265.41882,15100.80847,15043.67212,14667.46485,14547.2019,14367.47913,14186.80884,13766.47638,13564.05019,13242.88916,15146.01352,15214.24112
A24017PL0_5440_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Non-Tidal Atm,236.0731049,109.8370972,109.8370972,109.8370972,109.8370972,109.8370972,109.8370972,109.8370972,109.8370972,109.8370972,109.8370952,109.8370938
A24017PL0_5440_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Septic,15288.45996,20909.48047,21570.26953,21905.75977,22152.89063,22431.44922,15811.83984,16296.41992,16374.45996,16613.67969,16891.64112,13772.55551
A24017PL0_5440_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Stormwater,33451.15372,35521.62931,33108.70309,35734.34565,35759.31269,36610.75654,36539.84003,37420.43623,38111.06269,40694.89521,31333.10716,30149.37655
A24017PL0_5440_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Wastewater,45664.23828,29354.7605,14547.20972,16240.70972,17811.0398,15615.48023,20428.0141,22487.29339,8488.750423,9417.178158,18675.52259,21427.73117
A24017PL0_5450_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Agriculture,8768.346542,5193.85293,4910.750449,4801.224912,4577.033666,4606.429895,4230.826448,4812.295202,4487.375025,4254.766842,4005.585447,3402.142113
A24017PL0_5450_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Forest,28943.10815,23395.26684,23290.64997,23244.86255,23240.67603,23109.80506,22899.47851,22391.93329,22502.81863,22666.77667,23468.81296,23587.58829
A24017PL0_5450_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Non-Tidal Atm,597.3400269,277.9227905,277.9227905,277.9227905,277.9227905,277.9227905,277.9227905,277.9227905,277.9227905,277.9227905,277.9227888,277.9227876
A24017PL0_5450_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Septic,11238.7998,12977.92969,12740.74023,12624.36035,12522.19043,12420.55957,8265.697266,7818.212891,7760.722168,7718.373047,9858.027109,7936.218361
A24017PL0_5450_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Stormwater,11748.08704,12446.20203,12236.23828,13710.65375,13508.14972,14189.11182,15061.21509,15402.21313,13493.53882,13940.07581,11860.95721,11610.76983
A24017PL0_5450_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Wastewater,784.5714722,2917.815704,2638.891113,2638.891113,2638.891113,2638.891113,4.624621868,4.624621868,4.624621868,4.624621868,1057.744593,3.646913222
A24017PL0_5510_0001,24017,CHARLES,Lower Potomac,Potomac River Basin,Agriculture,50034.09044,29636.79822,28021.47952,27396.6452,26100.76405,26285.37213,24141.60303,27459.5441,25605.65408,24278.5574,24682.76524,22456.95572
A24017PL0_5510_0001,24017,CHARLES,Lower Potomac,Potomac River Basin,Forest,24913.71949,21208.69952,21306.52582,21392.30218,21470.16071,21474.55377,20823.73944,20621.31766,20612.08307,20739.3316,21549.10165,21710.81888
A24017PL0_5510_0001,24017,CHARLES,Lower Potomac,Potomac River Basin,Non-Tidal Atm,1772.381958,824.6317749,824.6317749,824.6317749,824.6317749,824.6317749,824.6317749,824.6317749,824.6317749,824.6317749,824.6317984,824.631814
A24017PL0_5510_0001,24017,CHARLES,Lower Potomac,Potomac River Basin,Septic,6706.692871,10263.71973,10506.0498,10633.29004,10830.12988,11024.25977,12722.65039,11552.26953,11785.17969,12104.82031,8777.925019,7625.841832
A24017PL0_5510_0001,24017,CHARLES,Lower Potomac,Potomac River Basin,Stormwater,11352.56494,11721.2879,11320.59076,12295.13242,12297.88089,12498.17542,14661.49683,15222.77173,14958.66089,15741.4585,11204.65503,11127.36455
A24017PL0_5510_0001,24017,CHARLES,Lower Potomac,Potomac River Basin,Wastewater,647.6721802,221.8842821,137.5708313,406.6784133,137.1185455,152.4434814,114.544734,285.4826307,12.73083019,12.73083019,206.3078782,252.1325761
A24017PL0_5530_5710,24017,CHARLES,Lower Potomac,Potomac River Basin,Agriculture,8847.528166,5240.721172,4954.998538,4844.504522,4623.032517,4647.990504,4268.961051,4855.674626,4527.800901,4293.196856,4385.472837,4005.789036
A24017PL0_5530_5710,24017,CHARLES,Lower Potomac,Potomac River Basin,Forest,7530.52771,5747.85765,5745.901261,5654.649552,5657.589402,5581.836883,5888.756928,5817.008262,5798.422546,5838.755905,5808.087919,5849.54569
A24017PL0_5530_5710,24017,CHARLES,Lower Potomac,Potomac River Basin,Non-Tidal Atm,280.9065857,130.696701,130.696701,130.696701,130.696701,130.696701,130.696701,130.696701,130.696701,130.696701,130.6966873,130.6966781
A24017PL0_5530_5710,24017,CHARLES,Lower Potomac,Potomac River Basin,Septic,3454.521973,5167.750977,5428.565918,5563.268066,5658.529785,5753.574219,3176.082031,3046.589111,3018.14209,2998.816895,4584.399731,4021.622273
A24017PL0_5530_5710,24017,CHARLES,Lower Potomac,Potomac River Basin,Stormwater,8049.36329,8413.619775,8015.750663,8842.528679,8791.731659,9153.528931,7411.795532,7521.020203,7459.85318,7616.411926,8112.754083,8177.42303
A24017PL0_5530_5710,24017,CHARLES,Lower Potomac,Potomac River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24017PL0_5580_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Agriculture,26451.72356,15668.22655,14311.82509,13987.06012,13431.61142,13517.61493,12397.12492,14065.5142,13066.78436,12383.06687,11519.22819,9657.496927
A24017PL0_5580_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Forest,23782.93921,20334.43122,20339.97394,20564.74487,20623.9079,20644.65485,20547.31659,20313.24549,20229.89883,20455.31769,20504.36542,20613.95975
A24017PL0_5580_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Non-Tidal Atm,4224.273926,1965.416992,1965.416992,1965.416992,1965.416992,1965.416992,1965.416992,1965.416992,1965.416992,1965.416992,1965.416978,1965.416968
A24017PL0_5580_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Septic,0,3657.677002,3694.206055,3707.35498,3728.138916,3761.700928,4404.474121,4580.045898,4615.98291,4667.221191,2879.078645,2335.660371
A24017PL0_5580_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Stormwater,3530.810097,2696.587325,2961.497562,2907.530395,2920.694183,2977.082063,3226.181732,3368.640716,3428.705902,3576.498596,2594.832397,2350.388954
A24017PL0_5580_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24017PL0_5581_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Agriculture,5257.049271,3113.956241,2844.437187,2779.787981,2678.962933,2686.609071,2463.948423,2795.45744,2597.030641,2461.153013,2289.404756,1919.383135
A24017PL0_5581_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Forest,11415.97198,9148.512085,9179.715942,9133.216767,9119.843139,9065.453521,9364.530029,9177.163773,9136.360085,9247.045929,9248.679558,9294.655301
A24017PL0_5581_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Non-Tidal Atm,972.9050293,452.6608887,452.6608887,452.6608887,452.6608887,452.6608887,452.6608887,452.6608887,452.6608887,452.6608887,452.6608881,452.6608877
A24017PL0_5581_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Septic,10657.28027,10670.76953,10644.99023,10621.19043,10630.62012,10640.32031,8483.661133,7674,7343.413086,7439.634766,8268.62206,6684.376613
A24017PL0_5581_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Stormwater,9453.19985,8695.844231,8334.853401,9091.896606,9167.023407,9340.037231,7720.291992,7897.777832,7798.49707,7745.337891,7789.027265,7425.143175
A24017PL0_5581_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Wastewater,12439.87988,16849.5,5565.505859,3250.035889,2400.634033,1782.333984,2146.280029,3765.733887,6117.138184,2173.98291,6947.348554,7868.577017
A24017PL0_5582_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Agriculture,6008.788003,3559.108827,3365.186246,3290.122777,3139.318979,3156.607446,2899.311557,3297.701669,3075.082026,2915.652203,2744.914014,2331.399193
A24017PL0_5582_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Forest,17527.98132,14488.02015,14472.98077,14605.46729,14619.55298,14601.57227,14394.79682,14323.50473,14259.16924,14409.91055,14589.09579,14666.5058
A24017PL0_5582_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Non-Tidal Atm,250.3874054,116.4971008,116.4971008,116.4971008,116.4971008,116.4971008,116.4971008,116.4971008,116.4971008,116.4971008,116.4971015,116.497102
A24017PL0_5582_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Septic,0,2320.913086,2410.155029,2456.173096,2496.063965,2532.812988,2617.461914,2679.741943,2687.705078,2702.345947,1890.21737,1543.592264
A24017PL0_5582_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Stormwater,2650.734781,2513.725046,2360.341398,2331.744194,2367.810234,2402.351029,3060.467575,2412.877182,2411.361435,2461.516052,2091.139365,1911.671343
A24017PL0_5582_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24017PL0_5583_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Agriculture,8628.577392,5111.059476,4832.347443,4724.636338,4508.575537,4533.006124,4163.341528,4735.466917,4415.779012,4186.97812,3941.667325,3347.880579
A24019EL0_5890_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,0,0,0,0,0,0,0,0,0,0,0,0
A24017PL0_5583_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Forest,11979.31274,10105.95325,10115.42749,10171.20502,10189.89795,10180.61465,10025.8591,9954.32727,9895.941772,9982.922882,10195.42853,10248.76255
A24017PL0_5583_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Non-Tidal Atm,85.83746338,39.9373703,39.9373703,39.9373703,39.9373703,39.9373703,39.9373703,39.9373703,39.9373703,39.9373703,39.93737033,39.93737035
A24017PL0_5583_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Septic,0,3058.568115,3161.394043,3212.917969,3238.24292,3272.626953,4354.437988,4334.442871,4383.137207,4481.604004,2476.066269,2019.181086
A24017PL0_5583_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Stormwater,3368.189163,2643.066585,2587.086541,2870.255371,2921.393825,2936.988831,3453.064881,3250.086578,3333.152679,3491.212585,2441.14344,2343.848039
A24017PL0_5583_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Wastewater,0,0,0,0,0,0,6.087110043,6.087110043,6.087110043,6.087110043,3.64926708,6.0821118
A24017PL0_5584_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Agriculture,28096.99504,16642.7486,15000.98372,14658.23227,14124.21897,14207.52145,13022.73699,14760.51102,13692.65896,12973.47995,12015.54677,10025.25546
A24017PL0_5584_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Forest,19368.19848,16350.89905,16433.86939,16533.97687,16566.61029,16560.48401,16245.90045,16060.54917,16066.48367,16217.00427,16563.64114,16650.15564
A24017PL0_5584_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Non-Tidal Atm,990.7897949,460.9820862,460.9820862,460.9820862,460.9820862,460.9820862,460.9820862,460.9820862,460.9820862,460.9820862,460.9820878,460.9820889
A24017PL0_5584_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Septic,8247.746094,9104.275391,9206.75,9261.37793,9295.615234,9366.24707,10467.13965,10431.42969,10550.50977,10598.65039,7174.9614,5820.435667
A24017PL0_5584_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Stormwater,8956.93006,8011.678271,7702.639397,8164.272187,8270.115295,8406.859985,9558.804199,9819.131836,9317.050781,9601.557861,7038.836618,6596.301432
A24017PL0_5584_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Wastewater,438.9211121,492.7480098,574.2929012,262.6442195,153.9789058,164.0618068,573.8868953,108.6621105,0.609612584,0.609612584,672.199071,737.4698509
A24017PL0_5585_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Agriculture,10782.98888,6387.1175,5834.170027,5701.808854,5482.268156,5510.417184,5053.714009,5733.724913,5326.629982,5047.943905,4695.788817,3936.86801
A24017PL0_5585_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Forest,12309.94397,10430.38342,10451.70822,10545.42215,10578.97861,10578.82199,10546.85407,10417.26678,10367.02391,10488.17905,10535.53701,10591.42286
A24017PL0_5585_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Non-Tidal Atm,1995.894043,928.6242065,928.6242065,928.6242065,928.6242065,928.6242065,928.6242065,928.6242065,928.6242065,928.6242065,928.6242035,928.6242015
A24017PL0_5585_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Septic,0,1587.722046,1575.534058,1572.082031,1579.036987,1586.021973,2699.177979,2387.480957,2357.576904,2356.231934,1223.017919,988.007159
A24017PL0_5585_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Stormwater,1577.737406,1220.512315,1143.549775,1249.333008,1226.736513,1273.544464,1280.869385,1312.063355,1376.417389,1402.097572,1063.838928,1010.698363
