Land-River Segment,FIPS,County,Tributary Basin,Major Basin,Source Sector,"Total Sediment, 1985 (T)","Total Sediment, 2007 (T)","Total Sediment, 2009 (T)","Total Sediment, 2010 (T)","Total Sediment, 2011 (T)","Total Sediment, 2012 (T)","Total Sediment, 2013 (T)","Total Sediment, 2014 (T)","Total Sediment, 2015 (T)","Total Sediment, 2016 (T)","Total Sediment Target, 2017 (T)","Total Sediment Target, 2025 (T)"
A24003XL3_4950_0000,24003,ANNE ARUNDEL,Patuxent,Patuxent River Basin,Stormwater,40062.327394,41390.438474000002,39350.876096,38701.369383999998,37953.551939999998,38575.736326999999,39941.296391999997,44806.592279999997,42583.33837890625,37873.526611328125,,
A24003XL3_4950_0000,24003,ANNE ARUNDEL,Patuxent,Patuxent River Basin,Wastewater,0,3429.0710450000001,3429.0710450000001,3429.0710450000001,3429.0710450000001,3429.0710450000001,9.098468780999999,9.098468780999999,9.098468780517578,9.098468780517578,,
A24003XU2_4270_4650,24003,ANNE ARUNDEL,Patuxent,Patuxent River Basin,Agriculture,333924.64094000001,219234.92616,190812.79824999999,166991.40186000001,143485.81414999999,129777.91228,131362.24632000001,128805.84888999999,96997.521453857422,102302.84170532225,,
A24003XU2_4270_4650,24003,ANNE ARUNDEL,Patuxent,Patuxent River Basin,Forest,399346.70318000001,283225.93945000001,267221.60349000001,260659.01371999999,256977.85357000001,254409.93356999999,251792.20415000001,232791.06614000001,227480.15698242193,227956.94921875003,,
A24003XU2_4270_4650,24003,ANNE ARUNDEL,Patuxent,Patuxent River Basin,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24003XU2_4270_4650,24003,ANNE ARUNDEL,Patuxent,Patuxent River Basin,Stormwater,1911721.7124999999,2656792.7755,2406487.3632999999,2293969.6886,2266914.7607999998,2292734.7266000002,2220503.3360000001,2375231.1172000002,2404768.6171875,2243078.7109375,,
A24003XU2_4270_4650,24003,ANNE ARUNDEL,Patuxent,Patuxent River Basin,Wastewater,222536.33199999999,60662.628909999999,101950.04883,146589.17191,116182.10937000001,112746.66406,155226.34359,174937.04441999999,106703.3828125,73556.2578125,,
A24003XU2_4480_4650,24003,ANNE ARUNDEL,Patuxent,Patuxent River Basin,Agriculture,61941.478520999997,40691.982189000002,35461.864479999997,31045.042409000001,26691.728737000001,24127.973277000001,24432.305995999999,23933.112059999999,18040.191493988033,19022.148818969727,,
A24003XU2_4480_4650,24003,ANNE ARUNDEL,Patuxent,Patuxent River Basin,Forest,97354.847661000007,94795.250981999998,92765.841801999995,90967.460451999999,90859.335942999998,90697.625490999999,93614.933105000004,89836.805175999994,89810.3974609375,90623.4345703125,,
A24003XU2_4480_4650,24003,ANNE ARUNDEL,Patuxent,Patuxent River Basin,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24003XU2_4480_4650,24003,ANNE ARUNDEL,Patuxent,Patuxent River Basin,Septic,0,0,0,0,0,0,0,0,0,0,,
A24003XU2_4480_4650,24003,ANNE ARUNDEL,Patuxent,Patuxent River Basin,Stormwater,447179.43979999999,471400.65195000003,447283.27328000002,440287.60508000001,427605.41262000002,439326.86330999999,399149.03129999997,408389.45319999999,396396.84375,393504.265625,,
A24003XU2_4480_4650,24003,ANNE ARUNDEL,Patuxent,Patuxent River Basin,Wastewater,0,8763.3409346000008,7551.9444506,5626.1094896000004,4011.4937666000001,4055.7896655999998,5112.5045086,10866.412222999999,11533.43273162842,9354.6387863159161,,
A24003XU3_4650_0001,24003,ANNE ARUNDEL,Patuxent,Patuxent River Basin,Agriculture,204308.49614999999,134151.88200000001,116645.41955000001,102077.41626,87751.215276999996,79373.313001999995,80343.177305999998,78761.114644999994,59319.337295532227,62557.085693359375,,
A24003XU3_4650_0001,24003,ANNE ARUNDEL,Patuxent,Patuxent River Basin,Forest,50892.136228000003,52792.877933000003,52299.025146,51471.910159999999,51584.112545999997,51811.791501,51448.675298000002,49648.759190999997,49406.379302978508,49782.572082519531,,
A24003XU3_4650_0001,24003,ANNE ARUNDEL,Patuxent,Patuxent River Basin,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24003XU3_4650_0001,24003,ANNE ARUNDEL,Patuxent,Patuxent River Basin,Septic,0,0,0,0,0,0,0,0,0,0,,
A24003XU3_4650_0001,24003,ANNE ARUNDEL,Patuxent,Patuxent River Basin,Stormwater,80288.871954000002,91636.394044999994,85210.545901000005,84203.811532000007,83107.199225000004,83972.993170000002,88060.279299999995,92250.021489999999,99591.279296875015,90729.9814453125,,
A24003XU3_4650_0001,24003,ANNE ARUNDEL,Patuxent,Patuxent River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,,
A24005SL2_2910_3060,24005,BALTIMORE,Upper Western Shore,Susquehanna River Basin,Agriculture,3979348.8437999999,2679853.0983000002,2540492.3936000001,2363237.3975,2131208.1905,2346195.7878,2136179.1663000002,2141843.6099,2083084.9128417969,1911273.1319274905,,
A24005SL2_2910_3060,24005,BALTIMORE,Upper Western Shore,Susquehanna River Basin,Forest,205599.51365000001,247282.24419,250996.60349000001,249888.26952999999,252763.31643000001,256887.60647,254687.48345,261369.05082999999,264198.4658203125,265366.26806640625,,
A24005SL2_2910_3060,24005,BALTIMORE,Upper Western Shore,Susquehanna River Basin,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24005SL2_2910_3060,24005,BALTIMORE,Upper Western Shore,Susquehanna River Basin,Septic,0,0,0,0,0,0,0,0,0,0,,
A24005SL2_2910_3060,24005,BALTIMORE,Upper Western Shore,Susquehanna River Basin,Stormwater,415004.29103999998,461969.48732000001,419042.19433000003,422826.65042000002,410697.09380999999,362383.80275999999,380327.62897000002,405415.58207,405622.82031249994,381476.28906249994,,
A24005SL2_2910_3060,24005,BALTIMORE,Upper Western Shore,Susquehanna River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,,
A24005WM0_3650_0001,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Agriculture,840209.55530000001,559807.97487000003,529746.45527999999,492550.74179,444287.11632999999,488214.45989,444534.37410999998,445475.20948000002,433245.17904663092,397573.92574310303,,
A24005WM0_3650_0001,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Forest,278345.11721,246454.15231999999,241805.11035,238210.27340999999,237954.23733,238160.70610000001,240223.24023,227512.44701999999,228721.4880371094,228570.21801757807,,
A24005WM0_3650_0001,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24005WM0_3650_0001,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24005WM0_3650_0001,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Stormwater,4403155.3086000001,4344560.0880000005,4060439.7598999999,3974636.6894999999,3794856.3925999999,3826646.0391000002,3276226.1016000002,3548470.7891000002,3571624.6015625,3483638.9140625,,
A24005WM0_3650_0001,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Wastewater,77.054008479999993,12900.568512,21418.667226000001,13739.654049000001,13398.780628,13398.638172000001,187.34481812000001,212.2630997,121.76675033569336,222.82320404052737,,
A24005WM0_3740_0001,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Agriculture,285.79562478999998,190.99130020999999,181.19344986999999,170.95979774,153.89001943,163.76868285,150.67742204999999,150.96341014000001,146.25340795516971,134.9946964979172,,
A24005WM0_3740_0001,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Forest,22271.762572,11375.473942000001,10998.513551,12243.933528,12623.905153,12773.178769,12960.519107,7279.9427376000003,8038.6439819335937,8001.26268005371,,
A24005WM0_3740_0001,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24005WM0_3740_0001,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24005WM0_3740_0001,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Stormwater,2915726.7812999999,2576667.0937999999,2484197.8125,2347158.8358999998,2217945.3832999999,2226086.5937999999,2179172.8906,2501937.1875999998,2213834.1875,2191968.5859375,,
A24005WM0_3740_0001,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Wastewater,478.36709589999998,2969.080078,3170.6179200000001,3170.6179200000001,3170.6179200000001,3170.6179200000001,3067.748047,3067.748047,3067.7480468750005,3067.7480468750005,,
A24005WM0_3741_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Agriculture,1345.0849224000001,897.02894357000002,851.50098875000003,791.93884928,714.85925655999995,784.95346662999998,714.17870498000002,717.66518206000001,697.67272567749012,639.42373776435852,,
A24005WM0_3741_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Forest,15611.651610999999,8415.7225343999999,7668.6517944999996,7796.5740658000004,7790.8602907000004,7576.8227847999997,8340.8778072000005,6448.45496,6638.1988906860352,6618.8929290771484,,
A24005WM0_3741_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24005WM0_3741_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24005WM0_3741_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Stormwater,1141150.2953999999,1154717.3417,1079445.2962,1031667.2638,972882.33700000006,990058.87309999997,870355.99410999997,1000282.6075,909881.57617187512,900435.052734375,,
A24005WM0_3741_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Wastewater,0,1250.468018,5899.3950199999999,1341.8179929999999,1341.8179929999999,1341.8179929999999,194.0838013,194.0838928,194.08380126953122,194.08380126953122,,
A24005WM0_3742_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Agriculture,47482.632400000002,31698.636750000001,30038.379434999999,27944.048533000001,25179.564126000001,27747.221604999999,25224.75375,25352.166863999999,24662.378095626835,22618.597352027889,,
A24005WM0_3742_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Forest,56998.656743,45886.193115000002,44964.249513000002,44886.084225999999,45170.639896000001,45064.009524000001,46220.539798999998,41304.120359,41433.183654785149,41392.170227050781,,
A24005WM0_3742_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24005WM0_3742_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24005WM0_3742_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Stormwater,2354052.9366000001,2096655.1313,1958391.6318999999,1864118.5321,1746039.1512,1777356.4454000001,1714445.5001000001,1952931.7187999999,1773236,1730163.796875,,
A24005WM0_3742_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Wastewater,3279253.9004000002,160096.37304999999,138822.22594999999,219459.72594999999,257171.52285000001,330987.72594999999,413572.57689999999,613453.57689999999,574308.76440429687,653302.11975860596,,
A24005WM0_3743_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Agriculture,5464.0657154,3647.8268699999999,3457.9864023999999,3217.6114668,2898.2113484000001,3197.0771678000001,2908.8142717999999,2921.391842,2840.5060632228847,2604.0326490402222,,
A24005WM0_3743_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Forest,5622.4872433,4791.8193660999996,4510.9024355000001,4520.3232274000002,4239.0526579999996,4397.0895993000004,4888.9435425000001,4448.8790133000002,4446.4906005859375,4434.4517059326172,,
A24005WM0_3743_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24005WM0_3743_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24005WM0_3743_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Stormwater,162440.21695,198470.10014,167013.02361,144555.68945000001,162845.87109999999,140994.58790000001,121532.75001,140370.55859999999,130327.03125,121860.98828125,,
A24005WM0_3743_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Wastewater,0,2478.0759280000002,2478.0759280000002,2478.0759280000002,2478.0759280000002,2478.0759280000002,91.350448610000001,91.350448610000001,91.350448608398438,91.350448608398438,,
A24005WM0_3744_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Agriculture,246.89834955000001,164.79630422,157.09264350000001,148.72055994999999,133.77271747,146.84821439000001,132.18168664000001,131.83702658999999,128.0488406419754,117.33498013019562,,
A24005WM0_3744_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Forest,2723.1316986000002,2619.8144986000002,2600.1128081000002,2562.9325251999999,2568.8804019999998,2575.7247311000001,284.98525715,2433.0632455,2459.3559608459477,2456.0533256530757,,
A24005WM0_3744_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24005WM0_3744_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24005WM0_3744_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Stormwater,36888.840929999998,31824.263601999999,31206.274735999999,31186.312407000001,29469.352507,29587.290042000001,47672.858796,33124.076657999998,29979.966064453125,29648.411621093754,,
A24005WM0_3744_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,,
A24005WM0_3745_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Agriculture,16508.650195999999,11021.553782999999,10445.666566,9718.0354165000008,8760.0297147000001,9647.8420671999993,8773.0763850999992,8817.3962372000005,8575.7330937385577,7863.5904071331024,,
A24005WM0_3745_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Forest,23015.616214999998,22570.335082000001,22227.483523999999,21826.947751,21857.843749,21854.986083,22399.550296000001,21607.123044,21800.987426757813,21807.099365234375,,
A24005WM0_3745_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24005WM0_3745_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24005WM0_3745_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Stormwater,46653.945679999997,56097.752687,51012.423707000002,51423.327276000004,44475.570371000002,49743.875491999999,31691.520509999998,33641.541019999997,31201.290039062504,32026.1796875,,
A24005WM0_3745_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,,
A24005WM0_3881_3880,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Agriculture,0,0,0,0,0,0,0,0,0,0,,
A24005WM0_3881_3880,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Forest,0,0,0,0,0,0,0,0,0,0,,
A24005WM0_3881_3880,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24005WM0_3881_3880,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24005WM0_3881_3880,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Stormwater,0,0,0,0,0,0,0,0,0,0,,
A24005WM0_3881_3880,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,,
A24005WM0_3961_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Agriculture,0,0,0,0,0,0,0,0,0,0,,
A24005WM0_3961_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Forest,0,0,0,0,0,0,0,0,0,0,,
A24005WM0_3961_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24005WM0_3961_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24005WM0_3961_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Stormwater,0,0,0,0,0,0,0,0,0,0,,
A24005WM0_3961_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Wastewater,1182007,410984.5,549349.3125,651099.375,491362.1875,539517,567822.625,767057.875,683484.3125,690481.3125,,
A24005WM0_3964_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Agriculture,22682.299911999999,15138.525353000001,14320.759222000001,13316.098505,12009.707952999999,13227.357914,12026.567771,12083.400958,11750.543128728867,10777.623996496202,,
A24005WM0_3964_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Forest,25373.051519000001,18046.122312,17929.984380000002,18932.818117999999,19355.606997999999,19520.911501999999,19932.308169,10630.704324,11567.715408325197,11565.195434570313,,
A24005WM0_3964_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24005WM0_3964_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24005WM0_3964_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Stormwater,3551382.8613,3213330.0605000001,3131475.9314999999,3042573.8056999999,2877487.5145999999,2885429.9062999999,2762345.0156999999,3240756.7187999999,2938346.3906249995,2900557.09375,,
A24005WM0_3964_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Wastewater,16047200,555375.55663999997,104003.66796999999,121554.00781,102321.59766,205403.12503,111846.77737,187940.88677000001,519675.39062500006,1103054.28125,,
A24005WM0_3965_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Agriculture,55766.424157000001,37219.449829999998,35212.652212000001,32743.915359999999,29527.43519,32520.835781000002,29570.341101000002,29705.005216000001,28890.813581466675,26496.171072483063,,
A24005WM0_3965_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Forest,22102.762572,22351.325070999999,22163.458737000001,21849.567508,21893.441038000001,21978.641842000001,19277.377442000001,20971.757323000002,21165.575469970703,21181.875122070309,,
A24005WM0_3965_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24005WM0_3965_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24005WM0_3965_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Stormwater,23780.989747,21971.716795,21520.152341000001,21501.212893,20306.946779999998,20407.367672,35794.608395000003,21626.604490999998,20119.6640625,20628.048828125,,
A24005WM0_3965_0000,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Wastewater,49954.429689999997,49954.429689999997,49954.429689999997,49954.429689999997,49954.429689999997,49954.429689999997,0,0,0,0,,
A24005WM1_3660_3910,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Agriculture,1457189.58,971456.97184000001,919503.79784999997,855018.72823999997,771053.77682999999,848000.83224000002,771780.20394000004,774083.24072999996,752860.07830810547,690734.09324646008,,
A24005WM1_3660_3910,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Forest,698618.31640999997,267435.02929999999,238616.30957000001,237297.24314000001,230159.41016,226017.57621999999,250418.23337,212256.88894,211023.28295898435,210195.80517578125,,
A24005WM1_3660_3910,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24005WM1_3660_3910,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24005WM1_3660_3910,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Stormwater,15914533.022,18008583.546,15551048.458000001,14251515.142000001,13739457.403999999,13851151.703,11582312.703,12801198.703,12454640.703125,12002763.703125,,
A24005WM1_3660_3910,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Wastewater,0,16362.450199999999,16256.76953,16272.41992,16272.41992,16272.41992,2306.7380370000001,2306.7380370000001,2306.7380371093755,2306.7380371093755,,
A24005WM1_3910_0001,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Agriculture,2370.5239664999999,1576.5698328000001,1486.3840427,1394.8039151999999,1252.9193375,1378.0051065,1247.6298462,1254.807384,1223.2329859733582,1120.3935885429382,,
A24005WM1_3910_0001,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Forest,96406.858401000005,26259.321042,23359.987184000001,25626.777223000001,25749.790101999999,24594.76123,43009.007202000001,19374.603208,20949.496643066403,20765.914306640625,,
A24005WM1_3910_0001,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24005WM1_3910_0001,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24005WM1_3910_0001,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Stormwater,6674124,5934217.1875,5568594.3125,5299551.5,5035870.9062999999,5113077.9062999999,4504879.0028999997,5255076.8125,4821670.9062500009,4760149.703125,,
A24005WU0_3821_0000,24005,BALTIMORE,Upper Western Shore,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24005WM1_3910_0001,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Wastewater,0,7221.0639650000003,7221.0639650000003,7221.0639650000003,7221.0639650000003,7221.0639650000003,18.662229539999998,18.662229539999998,18.662229537963871,18.662229537963871,,
A24005WM3_3880_4060,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Agriculture,2133425.8809000002,1420302.1524,1343652.3064999999,1249134.9172,1127103.8636,1237109.3345000001,1127136.2308,1128187.3870999999,1097169.2342529297,1007101.6137084962,,
A24005WU1_3482_0001,24005,BALTIMORE,Upper Western Shore,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24005WM3_3880_4060,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Forest,347487.66210999998,309771.75780999998,305127.67969000002,300321.01952999999,300099.28710999998,300223.62793000002,299510.57030999998,292427.35625000001,291974.71923828119,291553.267578125,,
A24005WM3_3880_4060,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24005WM3_3880_4060,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24005WM3_3880_4060,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Stormwater,1827411.2969,2132526.1642,1787325.8594,1722669.6328,1676676.5762,1758110.2032000001,1658644.7969,1826566.6094,1894387.296875,1660078.421875,,
A24005WM3_3880_4060,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Wastewater,449.34624485000001,200.39661402999999,221.1309967,192.11145777999999,182.98977656,169.34917827000001,167.09894184999999,109.89775847999999,89.886897563934355,88.801763772964478,,
A24005WM3_4060_0001,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Agriculture,123253.06526,82116.344996999993,77708.547623000006,72251.948401999995,65174.137949999997,71615.572430999993,65205.591920999999,65343.155309000002,63548.552640914917,58311.269453048713,,
A24005WM3_4060_0001,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Forest,275639.19332999998,206854.23337,200934.99710000001,199563.13871999999,197601.62106999999,198704.04887999999,215936.10349000001,190548.88010000001,193877.05419921875,193813.39526367188,,
A24005WM3_4060_0001,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24005WM3_4060_0001,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24005WM3_4060_0001,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Stormwater,5050544.875,5834264,4196188,3964031.0562,3821924.8604000001,4843080.4375,4475591.625,4934822.875,4499224.875,4403720.5,,
A24005WM3_4060_0001,24005,BALTIMORE,Patapsco/Back,Western Shore of Chesapeake Bay,Wastewater,0,429.64880369999997,8720.5742190000001,14665.259770000001,14665.259770000001,14665.259770000001,14403.589840000001,14403.589840000001,14403.58984375,14403.58984375,,
A24005WU0_3021_3020,24005,BALTIMORE,Upper Western Shore,Western Shore of Chesapeake Bay,Agriculture,33891.743096999999,22772.352653999998,21584.616416000001,20075.352607000001,18118.984004999998,19882.012458000001,18133.479096999999,18139.328124,17651.812078475952,16205.367295742035,,
A24005WU0_3021_3020,24005,BALTIMORE,Upper Western Shore,Western Shore of Chesapeake Bay,Forest,3873.1188655000001,4255.8799442,4269.1916508000004,4226.0430146999997,4253.8053896000001,4294.8060002000002,4183.0854492999997,4190.1394864000004,4241.1282043457031,4255.8908004760742,,
A24005WU0_3021_3020,24005,BALTIMORE,Upper Western Shore,Western Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24005WU0_3021_3020,24005,BALTIMORE,Upper Western Shore,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24005WU0_3021_3020,24005,BALTIMORE,Upper Western Shore,Western Shore of Chesapeake Bay,Stormwater,4120.0964964000004,5398.8064716999997,4551.3473352999999,4823.5546716999997,4692.8639683000001,4496.1724852999996,4898.9058836000004,5323.6740719999998,4058.6933898925772,4038.5445709228511,,
A24005WU0_3021_3020,24005,BALTIMORE,Upper Western Shore,Western Shore of Chesapeake Bay,Wastewater,0,0,0.317907602,0.347387493,0.347387493,0.347387493,0,0,0,0,,
A24005WU0_3540_0000,24005,BALTIMORE,Upper Western Shore,Western Shore of Chesapeake Bay,Agriculture,102361.04076,68970.047716000001,65324.402604000003,60060.081469999997,54162.938692999996,59125.851392999997,54294.550464,55102.382040999997,53656.498693466194,49223.85276508332,,
A24005WU0_3540_0000,24005,BALTIMORE,Upper Western Shore,Western Shore of Chesapeake Bay,Forest,67823.779294000007,67182.028804999994,66442.939455999993,65681.469725000003,65557.458251000004,65971.456051000001,65746.331791999997,62013.136051000001,62563.46228027343,62607.84521484375,,
A24005WU0_3540_0000,24005,BALTIMORE,Upper Western Shore,Western Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24005WU0_3540_0000,24005,BALTIMORE,Upper Western Shore,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
