Land-River Segment,FIPS,County,Tributary Basin,Major Basin,Source Sector,"Total P, 1985 (lb.)","Total P, 2007 (lb.)","Total P, 2009 (lb.)","Total P, 2010 (lb.)","Total P, 2011 (lb.)","Total P, 2012 (lb.)","Total P, 2013 (lb.)","Total P, 2014 (lb.)","Total P, 2015 (lb.)","Total P, 2016 (lb.)","Total P Target, 2017 (lb.)",Total P Target 2025 (lb.)
A24015EU1_2982_0000,24015,CECIL,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,646.28898628000002,613.18008420000001,596.32888790000004,626.00878135999994,636.00308355000004,646.97530366000001,561.12818909999999,578.78689580000002,578.68701171875,581.3262939453125,457.11246857000003,364.30152235000003
A24015EU1_2982_0000,24015,CECIL,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,5919.4399409999996,3174.5607237999998,1428.5761500999999,308.75190063999997,419.32929324000003,368.27008913999998,358.91298295000001,399.77348705000003,1622.5736579895022,390.34077835083008,2243.4611550999998,2786.7178251
A24015EU1_2983_0000,24015,CECIL,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,1271.2484666,1248.62889,1251.2592422,1268.5523501,1268.1805766,1278.6138039,1253.8748226,893.22573906000002,864.18623077869415,856.07339048385609,1112.6372489,1020.2225867
A24015EU1_2983_0000,24015,CECIL,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,112.30344676999999,81.616037848000005,79.795839548999993,78.596629143000001,77.444531677000001,76.6336534,86.924556965999997,88.199907152999998,83.031730651855483,86.298784732818589,79.544831995199999,79.377493626000003
A24015EU1_2983_0000,24015,CECIL,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,16.351640700000001,16.351640700000001,16.351640700000001,16.351640700000001,16.351640700000001,16.351640700000001,16.351640700000001,16.351640700000001,16.351640701293945,16.351640701293945,16.351640597999999,16.351640530000001
A24015EU1_2983_0000,24015,CECIL,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24015EU1_2983_0000,24015,CECIL,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,306.69333172,440.62860684999998,432.83085639000001,445.57514198000001,457.54997594999998,473.60948943,337.79710581000001,339.55186946999999,543.71104431152332,493.22964477539057,330.892233132,262.93315095999998
A24015EU1_2983_0000,24015,CECIL,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24015EU1_2984_0000,24015,CECIL,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,1164.8921459999999,1144.1251506000001,1146.5119686,1162.4178383999999,1160.5101248000001,1171.6322498,1149.0073901000001,818.54041828000004,791.85514795780171,784.47461628913891,1019.517383346,934.85432650999996
A24015EU1_2984_0000,24015,CECIL,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,408.51250456000002,347.86533355,344.01816085000002,340.77775381999999,338.45716003000001,338.79095455999999,327.54480839000001,320.77181890999998,293.22000122070312,306.04273509979254,342.99620336800001,342.31489837999999
A24015EU1_2984_0000,24015,CECIL,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,31.477239610000002,31.477239610000002,31.477239610000002,31.477239610000002,31.477239610000002,31.477239610000002,31.477239610000002,31.477239610000002,31.477239608764645,31.477239608764645,31.477239574000002,31.47723955
A24015EU1_2984_0000,24015,CECIL,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24015EU1_2984_0000,24015,CECIL,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,594.10153955999999,784.58695229,756.96605681999995,797.28380584000001,818.31096656,845.66850282999997,778.78573609,769.91246032000004,1832.6494750976562,1562.1005859375002,584.06825651999998,468.80305632
A24015EU1_2984_0000,24015,CECIL,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0.009143094,0.009143094,0.009143094,0.009143094,0.009143094,0.009143094,0.009143094,0.009143093600869,0.009143093600869,0.0091392456,0.00913668
A24015SL2_2480_0001,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Agriculture,9003.8235705999996,8851.4701542999992,8802.6587837999996,9086.2005033000005,9053.5956041000009,9161.3629507000005,8964.7802480999999,6430.2252949000003,6220.7655444145203,6166.523497581481,7912.8041943599992,7319.5678013999996
A24015SL2_2480_0001,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Forest,725.34525685000006,550.89328575000002,543.03848077999999,536.89824681000005,529.63311381999995,527.65370183000005,545.25128743000005,572.45076080000001,534.26397705078114,554.28732299804687,541.68974258000003,540.79058378000002
A24015SL2_2480_0001,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Non-Tidal Atm,81.942436220000005,81.942436220000005,81.942436220000005,81.942436220000005,81.942436220000005,81.942436220000005,81.942436220000005,81.942436220000005,81.942436218261733,81.942436218261733,81.942439910000004,81.942442369999995
A24015SL2_2480_0001,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24015SL2_2480_0001,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Stormwater,1559.4606017999999,2232.9357909999999,2162.4212112,2227.7320098999999,2319.9204865000002,2367.1373294999999,1887.3024897,1849.9798066999999,3334.6591186523442,2971.38232421875,1647.7582086000002,1304.6495402
A24015SL2_2480_0001,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Wastewater,3581.5258789999998,1867.9654462999999,2142.2043383,2021.7184983,1588.8614422999999,1651.0873942999999,1656.5450628999999,1691.1330759,1351.5881539210679,156.86111839860678,2038.8961636399999,1970.0240472
A24015SL9_2720_0001,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Agriculture,778.21138359999998,726.10438956999997,736.00184053999999,747.91751622000004,735.61634447999995,744.71883890000004,722.43710324000006,532.72080455000003,514.16143229603756,512.21878081560146,641.29528235600003,578.15757689999998
A24015SL9_2720_0001,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Forest,214.23754499,195.41254713999999,194.22149658000001,193.25352713000001,193.04839799999999,193.88471268999999,195.37989331,193.71725721999999,192.28340148925778,197.0512380599975,193.80773504999999,193.53189402999999
A24015SL9_2720_0001,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Non-Tidal Atm,687.76611330000003,687.76611330000003,687.76611330000003,687.76611330000003,687.76611330000003,687.76611330000003,687.76611330000003,687.76611330000003,687.76611328125,687.76611328125,687.76607634000004,687.76605170000005
A24015SL9_2720_0001,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24015SL9_2720_0001,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Stormwater,155.54679776,182.55578231000001,175.04114867000001,181.83733273999999,178.68586253999999,190.24894903000001,159.88845255000001,157.07632068999999,182.63812637329102,175.87319183349609,136.63034593400002,111.02314411
A24015SL9_2720_0001,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Wastewater,35.40596008,2.253458977,6.652276993,6.318079948,16.634799959999999,21.437280650000002,25.012677531000001,0.097857811,0.097857810556889,0.097857810556889,26.2894798174,39.380948367000002
A24015SL9_2970_0000,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Agriculture,1560.0921020000001,1533.7002183,1525.1763214,1574.3816761999999,1570.0568665999999,1587.4263393000001,1553.2628972,1114.0583236,1077.8414964675903,1068.4613777399063,1363.5454408599999,1255.7915204999999
A24015SL9_2970_0000,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Forest,293.39223671000002,248.81657312999999,246.90299697,243.73335173000001,240.87789634999999,239.05572412999999,229.76543613999999,230.34372214000001,199.48710632324222,210.53500652313232,246.15030394800002,245.64850860000001
A24015SL9_2970_0000,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Non-Tidal Atm,171.8303986,171.8303986,171.8303986,171.8303986,171.8303986,171.8303986,171.8303986,171.8303986,171.83039855957031,171.83039855957031,171.83040027999999,171.8304014
A24015SL9_2970_0000,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24015SL9_2970_0000,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Stormwater,1445.4981691,1439.212671,1410.2056868,1475.2067853999999,1501.5256293,1530.9007247,1371.9790175000001,1341.1173537,2561.0285627841954,2257.6144697666168,1084.3949603900001,867.18780945000003
A24015SL9_2970_0000,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Wastewater,7591.5058589999999,674.93212889999995,522.77960210000003,935.98388669999997,504.20361329999997,542.00128170000005,368.15271000000001,512.27868650000005,325.25909423828119,167.20179748535156,1292.4073224799999,1805.4924693999999
A24015SL9_2971_0000,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Agriculture,593.82378067000002,583.78233106000005,580.53476366999996,599.26650094000001,597.09862085999998,604.20940082000004,591.24971448999997,424.09150950999998,410.36541745066648,406.6349955201149,519.02006512799994,478.01026610000002
A24015SL9_2971_0000,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Forest,112.44351146,90.320647715000007,88.499110224999995,87.499264002999993,86.400035615999997,86.523278716999997,83.826737641999998,83.973912716000001,78.750457763671875,81.516239404678345,88.235290404400004,88.059410524
A24015SL9_2971_0000,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Non-Tidal Atm,380.17959589999998,380.17959589999998,380.17959589999998,380.17959589999998,380.17959589999998,380.17959589999998,380.17959589999998,380.17959589999998,380.17959594726562,380.17959594726562,380.17959451999997,380.17959359999998
A24015SL9_2971_0000,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24015SL9_2971_0000,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Stormwater,120.4830513,201.79709435000001,197.91900158000001,202.24853707,213.14532471000001,215.27311326,195.97819899999999,193.39291433,384.62705993652344,336.56700897216803,147.74405880200001,114.29409695
A24015SL9_2971_0000,24015,CECIL,Upper Western Shore,Susquehanna River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24017PL0_5290_0000,24017,CHARLES,Middle Potomac,Potomac River Basin,Agriculture,53.661545537000002,38.551824386,36.520918217999998,36.378433242,32.078408150999998,34.738193662,30.396073344000001,30.008930805999999,26.687867105007165,25.634081363677979,31.1055811644,27.495356462
A24017PL0_5290_0000,24017,CHARLES,Middle Potomac,Potomac River Basin,Forest,58.945357319000003,54.946940187999999,54.906283858999998,55.495841501999998,55.611613515000002,55.673223491999998,55.246467348000003,54.836963773999997,54.580991208553307,55.18739485740663,55.400572322000002,55.730097964000002
A24017PL0_5290_0000,24017,CHARLES,Middle Potomac,Potomac River Basin,Non-Tidal Atm,13.38467979,13.38467979,13.38467979,13.38467979,13.38467979,13.38467979,13.38467979,13.38467979,13.384679794311522,13.384679794311522,13.384679832,13.38467986
A24017PL0_5290_0000,24017,CHARLES,Middle Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24017PL0_5290_0000,24017,CHARLES,Middle Potomac,Potomac River Basin,Stormwater,63.945843076999999,56.903421756999997,55.328146078000003,54.856101989999999,55.957250590000001,54.005159370000001,53.014221200000001,49.716651919999997,48.766148567199693,48.750538825988762,42.006840803199999,33.125970619999997
A24017PL0_5290_0000,24017,CHARLES,Middle Potomac,Potomac River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24017PL0_5390_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Agriculture,174.83843274,125.51196501,119.211573,118.8444882,104.88864017,113.60202418999999,99.412956120000004,98.19942795,87.324858725070953,83.884853065013885,101.8721028774,90.312456128999997
F24021PM1_3510_4000,24021,FREDERICK,Upper Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24017PL0_5390_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Forest,250.56201175999999,211.00788161,210.46854400000001,209.57641795999999,208.51125336999999,205.54706959000001,214.24329283,209.03372478,208.00895237922671,209.21682929992676,212.24270872600002,213.42548521000001
A24017PL0_5390_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Non-Tidal Atm,37.502971649999999,37.502971649999999,37.502971649999999,37.502971649999999,37.502971649999999,37.502971649999999,37.502971649999999,37.502971649999999,37.502971649169929,37.502971649169929,37.502971553999998,37.50297149
A24017PL0_5390_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24017PL0_5390_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Stormwater,921.32742182000004,1063.1274166999999,901.25738942999999,1044.2842484,1049.5988769999999,1151.3232115999999,704.29609689999995,718.81150820000005,703.56769561767578,743.76638793945324,871.32398927999998,851.36838918000001
A24017PL0_5390_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Wastewater,49795.121090000001,3773.2338869999999,1706.275024,1765.0419919999999,1865.151001,2010.7989500000001,1797.246948,2506.288086,1712.823974609375,1979.4229736328125,5945.2300095999999,8771.2000000000007
A24017PL0_5391_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Agriculture,326.7744715,234.63639000000001,222.83316969000001,222.14176058000001,155.13480855,162.52355068,147.81378638999999,163.56392908000001,163.72618639469147,157.3029297590256,190.428401436,168.82522259999999
A24017PL0_5391_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Forest,316.84178735,296.16304108999998,295.66792397,298.83686833000002,301.15995498000001,301.27811045999999,296.53176597999999,295.60247901000002,294.11361813545221,297.37200450897222,298.31929556,300.08687662
A24017PL0_5391_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Non-Tidal Atm,33.9253006,33.9253006,33.9253006,33.9253006,33.9253006,33.9253006,33.9253006,33.9253006,33.925300598144524,33.925300598144524,33.925300720000003,33.925300800000002
A24017PL0_5391_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24017PL0_5391_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Stormwater,308.68151281000002,270.1429205,262.31289484000001,284.04452158999999,282.44340206999999,285.43087580000002,309.17884831999999,249.13911250999999,246.95224380493158,246.9632263183594,229.922973082,208.32969191000001
A24017PL0_5391_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24017PL0_5392_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Agriculture,240.43765872,172.66559340000001,163.96374659,163.45862549,144.01573282999999,156.20043502999999,136.75395275,135.06573976000001,120.10314488410953,115.32132863998416,140.11635931399999,124.21810112999999
A24017PL0_5392_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Forest,347.93523789,323.55767724999998,322.81242273999999,326.67413807000003,327.10371017,327.23434254,323.71015642999998,320.64158393000002,319.02565479278559,322.30053424835199,325.719878392,327.65818216000002
A24017PL0_5392_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Non-Tidal Atm,66.127899170000006,66.127899170000006,66.127899170000006,66.127899170000006,66.127899170000006,66.127899170000006,66.127899170000006,66.127899170000006,66.127899169921875,66.127899169921875,66.127899716000002,66.127900080000003
A24017PL0_5392_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24017PL0_5392_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Stormwater,229.18745077,217.07117213000001,215.23683174999999,214.33560037000001,213.27204609,213.85237788000001,290.60881613999999,246.71535587,243.29587554931641,250.84186935424802,174.72400461399999,147.71545319000001
A24017PL0_5392_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24017PL0_5440_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Agriculture,1368.9556138,982.95571906999999,930.76411636,927.81958771999996,818.64496470999995,887.02015225000002,776.28340437999998,766.69332356999996,681.2222123146056,654.35480546951283,793.62960859600003,702.20660341999996
A24017PL0_5440_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Forest,602.42582701000003,480.18343737999999,477.78984065999998,467.02724839000001,463.24220467999999,457.78313444000003,452.12702938000001,438.89450357999999,432.49021768569935,422.11305904388428,481.51968477599996,484.00624751999999
A24017PL0_5440_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Non-Tidal Atm,8.746342659,8.746342659,8.746342659,8.746342659,8.746342659,8.746342659,8.746342659,8.746342659,8.74634265899658,8.74634265899658,8.746342498200001,8.746342391000001
A24017PL0_5440_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24017PL0_5440_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Stormwater,4328.3436332000001,5007.9259848000002,4045.2241343000001,4721.5475157000001,4661.7979431000003,4779.9479369000001,4222.5338738999999,4267.6210328999996,4453.5658569335937,5011.2338256835928,4009.68490574,3985.9920867000001
A24017PL0_5440_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Wastewater,6739.0649409999996,1986.7684932,2139.5648799000001,1730.6583857999999,1990.8046870000001,2074.1505732999999,3318.9928261,1826.4287400999999,480.04965028166777,556.83315858244919,1992.9255357,1895.1659729
A24017PL0_5450_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Agriculture,642.43236666999996,461.30958598000001,436.80802748999997,435.41926407,383.96936414999999,416.24946498999998,364.32998509999999,359.83580332000002,319.71935105323792,307.0862987041474,372.44617875599999,329.53827960000001
A24017PL0_5450_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Forest,819.92656706000002,743.93529705000003,739.69117543000004,740.12744523000003,740.22245028999998,736.32536693999998,729.79010389999996,713.88481330000002,717.50198078155506,722.49145698547352,746.07492734200002,750.33076195000001
A24017PL0_5450_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Non-Tidal Atm,22.131019590000001,22.131019590000001,22.131019590000001,22.131019590000001,22.131019590000001,22.131019590000001,22.131019590000001,22.131019590000001,22.131019592285156,22.131019592285156,22.131019452,22.13101936
A24017PL0_5450_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24017PL0_5450_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Stormwater,1102.8475874999999,1615.9215088999999,1483.3930892000001,1853.9518128,1781.8008881000001,1907.0199586000001,1908.3862915,1919.4630127,1447.998291015625,1552.7453613281252,1534.2394705400002,1568.1370581000001
A24017PL0_5450_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Wastewater,235.61529540000001,1460.1794476,1413.6920170000001,1413.6920170000001,1413.6920170000001,1413.6920170000001,1.948899031,1.948899031,1.948899030685425,1.948899030685425,565.91475182440001,0.729908374
A24017PL0_5510_0001,24017,CHARLES,Lower Potomac,Potomac River Basin,Agriculture,4999.5103300999999,3589.7429431999999,3399.1850752999999,3388.4216440999999,2986.2317971000002,3239.3865380000002,2835.0341758999998,2799.9647463000001,2487.9471893310547,2389.7297344207764,2919.1292607200003,2599.0920510000001
A24017PL0_5510_0001,24017,CHARLES,Lower Potomac,Potomac River Basin,Forest,962.50960540000005,919.72481153000001,922.82321358000002,928.91053010999997,932.35063934000004,933.11453631999996,905.04076766000003,896.58033367999997,896.28190708160389,901.51762771606479,931.38289173600003,937.08934383999997
A24017PL0_5510_0001,24017,CHARLES,Lower Potomac,Potomac River Basin,Non-Tidal Atm,89.551727290000002,89.551727290000002,89.551727290000002,89.551727290000002,89.551727290000002,89.551727290000002,89.551727290000002,89.551727290000002,89.551727294921875,89.551727294921875,89.551731082000003,89.551733609999999
A24017PL0_5510_0001,24017,CHARLES,Lower Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24017PL0_5510_0001,24017,CHARLES,Lower Potomac,Potomac River Basin,Stormwater,1981.5707397000001,2128.3260498,1925.2344665999999,2269.6109542999998,2220.5853710000001,2252.8008421999998,2486.9188232000001,2529.3865357,2404.2610473632808,2624.1937255859375,1854.3991252799999,1807.1755644
A24017PL0_5510_0001,24017,CHARLES,Lower Potomac,Potomac River Basin,Wastewater,263.94580079999997,63.018860111000002,26.028351133000001,103.58397741,24.052067428000001,28.573597578000001,33.322017506999998,80.560424636999997,0.086807087063789,0.086807087063789,48.332442260800001,63.201836346
A24017PL0_5530_5710,24017,CHARLES,Lower Potomac,Potomac River Basin,Agriculture,802.44054617999996,576.17731139,545.55444196999997,543.82472774999997,479.96622395999998,519.90066921000005,455.02330158000001,449.41174699999999,399.30869960784906,383.57487916946405,474.02865505400001,426.34479711
A24017PL0_5530_5710,24017,CHARLES,Lower Potomac,Potomac River Basin,Forest,264.06566616999999,226.24017617000001,225.88746595000001,222.86728572000001,222.94108104,220.14588737,232.30152321,229.55818697999999,228.85088300704959,230.36693096160889,227.99974798,229.40793600000001
A24017PL0_5530_5710,24017,CHARLES,Lower Potomac,Potomac River Basin,Non-Tidal Atm,12.8824501,12.8824501,12.8824501,12.8824501,12.8824501,12.8824501,12.8824501,12.8824501,12.882450103759766,12.882450103759766,12.882451120000001,12.8824518
A24017PL0_5530_5710,24017,CHARLES,Lower Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24017PL0_5530_5710,24017,CHARLES,Lower Potomac,Potomac River Basin,Stormwater,1229.7975636000001,1320.3322834999999,1129.1828681,1392.523322,1349.8560714,1434.0547790999999,860.05299379999997,880.56291199999998,875.4613037109375,924.48118591308616,1172.80310624,1201.8832649999999
A24017PL0_5580_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Agriculture,1938.1285138999999,1391.6130390999999,1321.5575318000001,1317.4329057,1160.5762615000001,1259.2725439000001,1102.3058928999999,1088.9180345,967.84685325622559,929.75398254394531,1129.3258255400001,1001.1713547000001
A24017PL0_5580_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Forest,673.74476245000005,646.60504148999996,645.97518728,654.78824994000001,656.74345973000004,657.77916531000005,654.82579425999995,647.61217499999998,645.02917289733887,651.99981880187988,651.82011943399993,655.71674086999997
A24017PL0_5580_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Non-Tidal Atm,156.50639340000001,156.50639340000001,156.50639340000001,156.50639340000001,156.50639340000001,156.50639340000001,156.50639340000001,156.50639340000001,156.50639343261722,156.50639343261722,156.50639226000001,156.50639150000001
A24017PL0_5580_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24017PL0_5580_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Stormwater,431.94710423999999,311.39547870000001,381.67197504000001,377.12267494000002,375.57996364000002,383.06883999000001,384.14936065000001,396.63874055000002,412.79002380371099,445.43534851074224,318.33023822400003,276.10241367999998
A24017PL0_5580_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24017PL0_5581_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Agriculture,385.16818368999998,276.56985605,262.66273360999998,261.83431171000001,231.17166043,250.30117200000001,219.10662651000001,216.39300488000001,192.38113617897037,184.80358672142029,224.45405033599999,198.98159482
A24017PL0_5581_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Forest,323.40206912000002,290.90931131000002,291.54290863,290.80746744999999,290.37930675000001,288.84433455999999,298.44074153000003,292.57988547999997,291.31229472160345,294.74394893646246,294.01968784000002,295.67087398000001
A24017PL0_5581_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Non-Tidal Atm,36.045440669999998,36.045440669999998,36.045440669999998,36.045440669999998,36.045440669999998,36.045440669999998,36.045440669999998,36.045440669999998,36.045440673828125,36.045440673828125,36.045440628000001,36.045440599999999
A24017PL0_5581_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24017PL0_5581_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Stormwater,939.91906706999998,958.40664928000001,884.92181785000002,1095.7537689000001,1101.9724808000001,1120.8421020000001,679.20959470000003,702.15570070000001,690.02951049804687,689.4149169921875,856.00652523999997,836.72966350000002
A24017PL0_5581_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Wastewater,7617.0878910000001,3453.1120609999998,758.87988280000002,254.59339900000001,309.0748901,273.07528689999998,173.94949339999999,238.45219420000001,217.00840759277344,175.88859558105469,1021.4870542599999,1196.5585019
A24017PL0_5582_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Agriculture,440.28061221000002,316.08197059999998,299.32802831999999,298.37658489,263.28586591999999,285.23271526000002,249.68646928999999,246.55436180999999,219.09180378913877,210.42735409736633,255.22440721800001,225.82199315
A24017PL0_5582_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Forest,496.54843141999999,460.69795803,459.64619542000003,465.04306602999998,465.54374508000001,465.23457522000001,458.75004386000001,456.65144824999999,454.65250015258789,459.30651092529291,463.77896872000002,466.53415092
A24017PL0_5582_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Non-Tidal Atm,9.276676178000001,9.276676178000001,9.276676178000001,9.276676178000001,9.276676178000001,9.276676178000001,9.276676178000001,9.276676178000001,9.276676177978516,9.276676177978516,9.276676235,9.276676273
A24017PL0_5582_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24017PL0_5582_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Stormwater,299.33085774,378.87042487999997,322.80887868999997,321.04981133000001,323.01670690999998,327.54716494000002,362.60903165000002,284.46313476,283.66760253906244,295.95612335205072,276.17002775200001,245.07746046
A24017PL0_5582_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24017PL0_5583_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Agriculture,632.20408080000004,453.96114356999999,429.81748797,428.46604323999998,378.1319307,409.64058924,358.50600429000002,354.04756302999999,314.60122823715204,302.20119261741638,366.490897932,324.27317124000001
A24017PL0_5583_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Forest,339.36087223999999,321.35446739000002,321.25544166999998,323.85484122000003,324.38601403000001,324.37448025999998,319.51596168999998,317.35670278999999,315.53153228759754,318.19922733306879,324.10859287599999,326.01069367999997
A24017PL0_5583_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Non-Tidal Atm,3.180217028,3.180217028,3.180217028,3.180217028,3.180217028,3.180217028,3.180217028,3.180217028,3.180217027664185,3.180217027664185,3.1802170304,3.180217032
A24017PL0_5583_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24017PL0_5583_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Stormwater,405.74720857,383.11527459000001,376.92182604999999,448.95979411000002,455.94929397999999,455.21193700999999,485.98137661999999,461.88024904999997,483.8150177001952,517.42877960205089,351.40988160400002,334.40191864000002
A24017PL0_5583_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Wastewater,0,0,0,0,0,0,0.03043497,0.03043497,0.030434969812632,0.030434969812632,0.0182463354,0.030410559
A24017PL0_5584_0000,24017,CHARLES,Lower Potomac,Potomac River Basin,Agriculture,2058.6752096,1478.1623709999999,1400.5539136,1396.166428,1230.4020834999999,1334.8404416000001,1168.3334941999999,1153.8078241999999,1025.2058076858518,984.80111408233608,1194.8808945400001,1057.7655485
